"Ref","SHA","Tree","Upstream","CommitterDate","Author","Subject"
"rescue/no-perder-nada-20260615-180121/stash/29","74fb4928b0abe5d445fbd4967a4e9aee0ccae47a","36116b0e3937fbadb4193830aa17dc2487204148","","2026-05-19 00:34:35 -0600","AugustoMelara-Dev","On codex/production-readiness-preflight: wip-frontend-residue-before-preflight-push"
"origin/rescue/no-perder-nada-20260615-171019/stash/29","74fb4928b0abe5d445fbd4967a4e9aee0ccae47a","36116b0e3937fbadb4193830aa17dc2487204148","","2026-05-19 00:34:35 -0600","AugustoMelara-Dev","On codex/production-readiness-preflight: wip-frontend-residue-before-preflight-push"
"origin/rescue/no-perder-nada-20260615-180121/stash/29","74fb4928b0abe5d445fbd4967a4e9aee0ccae47a","36116b0e3937fbadb4193830aa17dc2487204148","","2026-05-19 00:34:35 -0600","AugustoMelara-Dev","On codex/production-readiness-preflight: wip-frontend-residue-before-preflight-push"
"rescue/no-perder-nada-20260615-171019/stash/30","ba43481f79a0c2dbe8425dd671c96e72b211f9f7","7f445ee37a048138eebd71ee458d7a8c1ddd2dbc","","2026-05-19 00:34:04 -0600","AugustoMelara-Dev","On codex/operational-role-simulation: wip-operational-sim-after-clean-preflight-gates"
"rescue/no-perder-nada-20260615-180121/stash/30","ba43481f79a0c2dbe8425dd671c96e72b211f9f7","7f445ee37a048138eebd71ee458d7a8c1ddd2dbc","","2026-05-19 00:34:04 -0600","AugustoMelara-Dev","On codex/operational-role-simulation: wip-operational-sim-after-clean-preflight-gates"
"origin/rescue/no-perder-nada-20260615-171019/stash/30","ba43481f79a0c2dbe8425dd671c96e72b211f9f7","7f445ee37a048138eebd71ee458d7a8c1ddd2dbc","","2026-05-19 00:34:04 -0600","AugustoMelara-Dev","On codex/operational-role-simulation: wip-operational-sim-after-clean-preflight-gates"
"origin/rescue/no-perder-nada-20260615-180121/stash/30","ba43481f79a0c2dbe8425dd671c96e72b211f9f7","7f445ee37a048138eebd71ee458d7a8c1ddd2dbc","","2026-05-19 00:34:04 -0600","AugustoMelara-Dev","On codex/operational-role-simulation: wip-operational-sim-after-clean-preflight-gates"
"rescue/no-perder-nada-20260615-171019/stash/31","48ce8b42c18064f4d30551e08b7b969311675793","59f4e2a435a7c393298a228d0cfb8fa4bfe6071a","","2026-05-19 00:33:14 -0600","AugustoMelara-Dev","On codex/operational-role-simulation: temp-ux2-gate-unrelated-3"
"rescue/no-perder-nada-20260615-180121/stash/31","48ce8b42c18064f4d30551e08b7b969311675793","59f4e2a435a7c393298a228d0cfb8fa4bfe6071a","","2026-05-19 00:33:14 -0600","AugustoMelara-Dev","On codex/operational-role-simulation: temp-ux2-gate-unrelated-3"
"origin/rescue/no-perder-nada-20260615-171019/stash/31","48ce8b42c18064f4d30551e08b7b969311675793","59f4e2a435a7c393298a228d0cfb8fa4bfe6071a","","2026-05-19 00:33:14 -0600","AugustoMelara-Dev","On codex/operational-role-simulation: temp-ux2-gate-unrelated-3"
"origin/rescue/no-perder-nada-20260615-180121/stash/31","48ce8b42c18064f4d30551e08b7b969311675793","59f4e2a435a7c393298a228d0cfb8fa4bfe6071a","","2026-05-19 00:33:14 -0600","AugustoMelara-Dev","On codex/operational-role-simulation: temp-ux2-gate-unrelated-3"
"rescue/no-perder-nada-20260615-171019/stash/32","26190426a5da806877eec724cbb44ded9a7ab803","0569e20b2d21f5e260da7916d3df6bc8f6642d8c","","2026-05-19 00:32:52 -0600","AugustoMelara-Dev","On codex/operational-role-simulation: temp-ux2-gate-unrelated-2"
"rescue/no-perder-nada-20260615-180121/stash/32","26190426a5da806877eec724cbb44ded9a7ab803","0569e20b2d21f5e260da7916d3df6bc8f6642d8c","","2026-05-19 00:32:52 -0600","AugustoMelara-Dev","On codex/operational-role-simulation: temp-ux2-gate-unrelated-2"
"origin/rescue/no-perder-nada-20260615-171019/stash/32","26190426a5da806877eec724cbb44ded9a7ab803","0569e20b2d21f5e260da7916d3df6bc8f6642d8c","","2026-05-19 00:32:52 -0600","AugustoMelara-Dev","On codex/operational-role-simulation: temp-ux2-gate-unrelated-2"
"origin/rescue/no-perder-nada-20260615-180121/stash/32","26190426a5da806877eec724cbb44ded9a7ab803","0569e20b2d21f5e260da7916d3df6bc8f6642d8c","","2026-05-19 00:32:52 -0600","AugustoMelara-Dev","On codex/operational-role-simulation: temp-ux2-gate-unrelated-2"
"rescue/no-perder-nada-20260615-171019/stash/33","633db4f87cb398b1f603337a9530446794435c88","4bec8004b2dc4ea74a8a6a0337eeff5b2be44f08","","2026-05-19 00:32:29 -0600","AugustoMelara-Dev","On codex/operational-role-simulation: temp-ux2-gate-unrelated"
"rescue/no-perder-nada-20260615-180121/stash/33","633db4f87cb398b1f603337a9530446794435c88","4bec8004b2dc4ea74a8a6a0337eeff5b2be44f08","","2026-05-19 00:32:29 -0600","AugustoMelara-Dev","On codex/operational-role-simulation: temp-ux2-gate-unrelated"
"origin/rescue/no-perder-nada-20260615-171019/stash/33","633db4f87cb398b1f603337a9530446794435c88","4bec8004b2dc4ea74a8a6a0337eeff5b2be44f08","","2026-05-19 00:32:29 -0600","AugustoMelara-Dev","On codex/operational-role-simulation: temp-ux2-gate-unrelated"
"origin/rescue/no-perder-nada-20260615-180121/stash/33","633db4f87cb398b1f603337a9530446794435c88","4bec8004b2dc4ea74a8a6a0337eeff5b2be44f08","","2026-05-19 00:32:29 -0600","AugustoMelara-Dev","On codex/operational-role-simulation: temp-ux2-gate-unrelated"
"rescue/no-perder-nada-20260615-171019/stash/34","5ce6590fd9c66decc6ac689a051ebfe23bfe1002","b0b9be29e7ed11b6973e13dde44fee7edde820c9","","2026-05-19 00:26:03 -0600","AugustoMelara-Dev","On codex/operational-role-simulation: wip-ux-2-3-4-changes-before-preflight-push"
"rescue/no-perder-nada-20260615-180121/stash/34","5ce6590fd9c66decc6ac689a051ebfe23bfe1002","b0b9be29e7ed11b6973e13dde44fee7edde820c9","","2026-05-19 00:26:03 -0600","AugustoMelara-Dev","On codex/operational-role-simulation: wip-ux-2-3-4-changes-before-preflight-push"
"origin/rescue/no-perder-nada-20260615-171019/stash/34","5ce6590fd9c66decc6ac689a051ebfe23bfe1002","b0b9be29e7ed11b6973e13dde44fee7edde820c9","","2026-05-19 00:26:03 -0600","AugustoMelara-Dev","On codex/operational-role-simulation: wip-ux-2-3-4-changes-before-preflight-push"
"origin/rescue/no-perder-nada-20260615-180121/stash/34","5ce6590fd9c66decc6ac689a051ebfe23bfe1002","b0b9be29e7ed11b6973e13dde44fee7edde820c9","","2026-05-19 00:26:03 -0600","AugustoMelara-Dev","On codex/operational-role-simulation: wip-ux-2-3-4-changes-before-preflight-push"
"codex/operational-role-simulation-20260519","186e8c2d75021af8c5c875058c4f6339d7a4c429","e7fd06bf6884a13fe42017b36fabeaca3674846e","origin/codex/operational-role-simulation-20260519","2026-05-18 23:47:12 -0600","AugustoMelara-Dev","fix(release): align physical proof templates with preflight"
"codex/safety-pr4-local-head-20260603","186e8c2d75021af8c5c875058c4f6339d7a4c429","e7fd06bf6884a13fe42017b36fabeaca3674846e","origin/codex/safety-pr4-local-head-20260603","2026-05-18 23:47:12 -0600","AugustoMelara-Dev","fix(release): align physical proof templates with preflight"
"origin/codex/operational-role-simulation-20260519","186e8c2d75021af8c5c875058c4f6339d7a4c429","e7fd06bf6884a13fe42017b36fabeaca3674846e","","2026-05-18 23:47:12 -0600","AugustoMelara-Dev","fix(release): align physical proof templates with preflight"
"origin/codex/safety-pr4-local-head-20260603","186e8c2d75021af8c5c875058c4f6339d7a4c429","e7fd06bf6884a13fe42017b36fabeaca3674846e","","2026-05-18 23:47:12 -0600","AugustoMelara-Dev","fix(release): align physical proof templates with preflight"
"codex/safety-pr4-remote-head-20260603","77ea95af23862e7127948888ce59394fcde47d4e","7262bd7a29ba103268b6161ebb294d1fae4eafac","origin/codex/safety-pr4-remote-head-20260603","2026-05-18 22:47:08 -0600","AugustoMelara-Dev","fix(release): enforce production physical readiness proofs"
"origin/codex/safety-pr4-remote-head-20260603","77ea95af23862e7127948888ce59394fcde47d4e","7262bd7a29ba103268b6161ebb294d1fae4eafac","","2026-05-18 22:47:08 -0600","AugustoMelara-Dev","fix(release): enforce production physical readiness proofs"
"codex/final-product-pos-search-validation","58fa3fedb9b5fc6f85f7f8c2e0d48518e2a64a24","77061373956d88e86c9fba50e1e9b460f177c3ad","origin/codex/final-product-pos-search-validation","2026-05-18 12:22:54 -0600","AugustoMelara-Dev","fix(pos): remove stale history reprint handler"
"origin/codex/final-product-pos-search-validation","58fa3fedb9b5fc6f85f7f8c2e0d48518e2a64a24","77061373956d88e86c9fba50e1e9b460f177c3ad","","2026-05-18 12:22:54 -0600","AugustoMelara-Dev","fix(pos): remove stale history reprint handler"
"phase-12-final-product-ux","f8f6fc8e4c3b2b19eb055be631194a1044fe3d74","dd6371b9ca5a430e14acca9cf7567f28dfbb3efc","origin/phase-12-final-product-ux","2026-05-17 15:40:24 -0600","AugustoMelara-Dev","docs(phase-12): add final product ux rebuild planning package"
"origin/phase-12-final-product-ux","f8f6fc8e4c3b2b19eb055be631194a1044fe3d74","dd6371b9ca5a430e14acca9cf7567f28dfbb3efc","","2026-05-17 15:40:24 -0600","AugustoMelara-Dev","docs(phase-12): add final product ux rebuild planning package"
"codex/phase-6-invoice-history-reprint-void","5b50e6d9df5159c41fe07adf9385304e049de289","1a35f82bda89c995f9fa02726124c839318aad3b","origin/codex/phase-6-invoice-history-reprint-void","2026-05-17 15:11:50 -0600","AugustoMelara-Dev","feat(release): implement field deployment validation and enhance asset response types"
"origin/codex/phase-6-invoice-history-reprint-void","5b50e6d9df5159c41fe07adf9385304e049de289","1a35f82bda89c995f9fa02726124c839318aad3b","","2026-05-17 15:11:50 -0600","AugustoMelara-Dev","feat(release): implement field deployment validation and enhance asset response types"
